0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779914	0.722416	6.65121	1.97748	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19548	0.535114	10.3295	-0.00512205	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
308.643	18.8328	141.302	-1763.92	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
2.28047	0.413764	4.94315	-3.2798	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
2.14186	0.576986	5.86494	-0.504242	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.34254	0.597877	5.96115	-0.0513579	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.52096	0.670449	5.04684	0.393536	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.75209	0.694187	5.08636	0.454046	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
3.02002	0.698926	5.24462	0.400178	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.2482	0.721353	5.34972	0.468067	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.54439	0.671487	5.20587	0.273546	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.83282	0.627354	5.18883	0.135217	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
4.10351	0.643676	5.4972	0.152645	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.37524	0.644119	5.53042	0.146857	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.63159	0.657965	5.12474	0.15848	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.83721	0.720847	5.36533	0.288399	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
5.08651	0.722957	4.81016	0.266931	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.34277	0.716607	4.72326	0.227471	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.60926	0.725644	5.46636	0.23007	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.89112	0.728046	5.40087	0.211668	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.14471	0.707815	4.85076	0.177224	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.37691	0.749065	4.86701	0.215206	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.62544	0.765824	5.02317	0.221791	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.87533	0.772024	5.07065	0.220298	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.11334	0.770921	4.63704	0.206714	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.33326	0.810536	4.7356	0.240446	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.6067	0.817336	5.53919	0.232291	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.88549	0.817918	5.5803	0.225099	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.12595	0.828755	4.7142	0.22273	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.35984	0.843559	4.77103	0.228524	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.63005	0.880222	5.62655	0.249024	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.90489	0.916154	5.70668	0.270123	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.16613	0.930545	5.24559	0.266681	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.42452	0.961252	5.33102	0.28233	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.68471	0.988288	5.32891	0.288714	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.93727	1.049	5.2716	0.316476	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1724	1.07914	4.78861	0.323472	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.4019	1.13963	4.86511	0.35337	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6252	1.16789	4.54725	0.358151	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8459	1.21756	4.60446	0.378465	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.097	1.23776	5.18304	0.377489	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.34	1.2856	5.05744	0.388821	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.5828	1.3103	4.83913	0.391983	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8123	1.37231	4.85523	0.414268	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.0688	1.40518	5.29551	0.419823	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3217	1.46052	5.29438	0.436431	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.5855	1.48706	5.30129	0.438746	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8378	1.57933	5.42376	0.475183	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.1006	1.61566	5.43921	0.47979	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.3585	1.71824	5.57428	0.518581	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.5898	1.76774	4.37962	0.531588	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7737	1.86377	4.34794	0.558789	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
14.0086	1.9021	4.79591	0.563389	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.2069	2.01409	4.79265	0.595473	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4574	2.0503	5.23557	0.59694	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.7022	2.15643	5.3543	0.629335	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.9495	2.20367	5.10367	0.634787	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.1545	2.33734	5.16775	0.67148	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.3682	2.3811	4.59548	0.672806	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.5174	2.51403	4.59427	0.702187	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.7448	2.55379	4.74727	0.702776	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.8722	2.67306	4.69939	0.72063	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.0545	2.70807	4.35445	0.714973	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.082	2.81928	4.24293	0.717515	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.2492	2.84357	4.73904	0.704076	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.161	2.90727	4.54681	0.670437	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.2125	2.90273	3.86915	0.637227	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
15.1138	2.6295	3.07368	0.354735	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
14.5479	2.36562	4.50868	0.153687	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
27.414	7.38385	8.07369	3.54381	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
22.8528	5.67961	3.1757	2.29108	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
19.9478	4.66024	4.6938	1.52275	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
19.9154	4.65503	3.47913	1.46838	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
19.6335	4.68345	4.27119	1.39926	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
19.7578	4.73422	3.78498	1.38437	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
19.7148	4.87087	4.53701	1.37977	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
19.8639	4.93391	3.55181	1.37343	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
19.8964	5.09051	4.22087	1.38516	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
20.0722	5.16025	3.83462	1.38289	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
20.204	5.35906	4.34439	1.41668	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
20.3394	5.42351	3.12123	1.41096	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
20.4211	5.64809	3.79705	1.44959	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
20.585	5.72176	3.47467	1.44827	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
20.6806	5.94117	4.21485	1.4833	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
20.8391	6.01343	3.39892	1.48036	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
20.9352	6.22491	4.15611	1.51211	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
21.0831	6.3025	2.96879	1.51142	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
21.201	6.54721	3.52692	1.55601	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
21.3403	6.63066	2.81182	1.55657	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
21.4511	6.89176	3.40876	1.60415	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
21.5748	6.97555	2.49699	1.60389	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
21.6615	7.24085	3.18934	1.65005	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
21.806	7.33326	2.94492	1.65178	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
21.9079	7.60997	3.74207	1.69864	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
